,age,nationality,gender,gender_text,hours,years,months,practice,TMS_q1,TMS_q2,TMS_q3,TMS_q4,TMS_q5,TMS_q6,TMS_q7,SSO_q1,SSO_q2,SSO_q3,SSO_q4,SSO_q5,SSO_q6,SSO_q7,SSO_q8,SSO_q9,SSO_q10,SSO_q11,SSO_q12,SSO_q13,SSO_q14,data_option,task_order,platform,user_agent,ID
312,18,United Kingdom,male,,0,0,0,,a_little,moderately,a_little,moderately,a_little,quite_a_bit,moderately,sometimes_true,rarely_true,sometimes_true,sometimes_true,often_true,sometimes_true,often_true,often_true,sometimes_true,sometimes_true,often_true,often_true,sometimes_true,sometimes_true,FALSE,breath_dots_gabor_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.54",31016
313,20,Lebanon,female,,0,0,0,,a_little,a_little,a_little,not_at_all,not_at_all,quite_a_bit,moderately,often_true,often_true,often_true,often_true,never_or_very_rarely_true,never_or_very_rarely_true,often_true,often_true,often_true,often_true,often_true,often_true,often_true,often_true,FALSE,breath_dots_span_gabor_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",31017
314,19,United Kingdom,female,,0,0,0,,moderately,very_much,quite_a_bit,a_little,a_little,moderately,very_much,often_true,sometimes_true,rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,sometimes_true,never_or_very_rarely_true,rarely_true,never_or_very_rarely_true,sometimes_true,often_true,often_true,rarely_true,TRUE,gabor_dots_span_breath_end,sona,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",31021
315,18,United Kingdom,female,,0,0,2,Use an app called headspace to do relaxation mediation every so often,not_at_all,moderately,a_little,moderately,a_little,a_little,not_at_all,sometimes_true,never_or_very_rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,often_true,often_true,often_true,TRUE,gabor_span_dots_breath_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",31022
316,18,United Kingdom,female,,2,0,0,0,a_little,a_little,quite_a_bit,a_little,moderately,a_little,a_little,rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,rarely_true,rarely_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,often_true,often_true,rarely_true,never_or_very_rarely_true,TRUE,breath_dots_gabor_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.34",31024
317,19,United Kingdom,female,,0,0,0,,a_little,moderately,quite_a_bit,not_at_all,a_little,moderately,a_little,sometimes_true,never_or_very_rarely_true,sometimes_true,rarely_true,often_true,sometimes_true,very_often_or_always_true,sometimes_true,sometimes_true,sometimes_true,rarely_true,never_or_very_rarely_true,sometimes_true,rarely_true,TRUE,breath_gabor_dots_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31025
318,19,United Kingdom,female,,3,0,1,body scan meditation,not_at_all,not_at_all,quite_a_bit,a_little,not_at_all,not_at_all,not_at_all,sometimes_true,sometimes_true,rarely_true,rarely_true,sometimes_true,often_true,sometimes_true,sometimes_true,sometimes_true,rarely_true,rarely_true,rarely_true,sometimes_true,sometimes_true,FALSE,breath_gabor_span_dots_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",31027
319,21,United Kingdom,female,,0,0,0,,moderately,moderately,quite_a_bit,quite_a_bit,a_little,a_little,quite_a_bit,often_true,sometimes_true,often_true,often_true,often_true,sometimes_true,rarely_true,sometimes_true,often_true,sometimes_true,rarely_true,rarely_true,often_true,sometimes_true,TRUE,breath_gabor_dots_span_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31033
320,19,United Kingdom,female,,0,0,0,,a_little,quite_a_bit,moderately,a_little,quite_a_bit,moderately,moderately,sometimes_true,rarely_true,sometimes_true,often_true,sometimes_true,rarely_true,rarely_true,rarely_true,often_true,sometimes_true,often_true,sometimes_true,rarely_true,rarely_true,TRUE,dots_span_breath_gabor_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",31034
321,19,United Kingdom,female,,60,7,3,Headspace app,not_at_all,a_little,a_little,a_little,a_little,moderately,a_little,sometimes_true,rarely_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,often_true,often_true,often_true,often_true,often_true,often_true,sometimes_true,sometimes_true,TRUE,gabor_span_breath_dots_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31037
322,18,United Kingdom,female,,0,0,0,,moderately,quite_a_bit,quite_a_bit,moderately,quite_a_bit,moderately,quite_a_bit,often_true,often_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,TRUE,breath_gabor_dots_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31038
323,19,United Kingdom,female,,0,0,0,,moderately,a_little,quite_a_bit,not_at_all,not_at_all,a_little,moderately,sometimes_true,sometimes_true,never_or_very_rarely_true,never_or_very_rarely_true,often_true,rarely_true,often_true,often_true,rarely_true,never_or_very_rarely_true,sometimes_true,rarely_true,often_true,sometimes_true,TRUE,breath_span_dots_gabor_end,FALSE,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",31039
324,20,Greece,female,,0,0,0,,not_at_all,a_little,quite_a_bit,not_at_all,not_at_all,a_little,a_little,sometimes_true,rarely_true,sometimes_true,sometimes_true,rarely_true,sometimes_true,often_true,often_true,often_true,often_true,often_true,often_true,often_true,often_true,TRUE,gabor_dots_span_breath_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",31040
325,18,United Kingdom,male,,0,0,0,,moderately,moderately,quite_a_bit,moderately,a_little,moderately,quite_a_bit,very_often_or_always_true,often_true,often_true,sometimes_true,often_true,very_often_or_always_true,often_true,sometimes_true,sometimes_true,often_true,rarely_true,rarely_true,often_true,very_often_or_always_true,FALSE,gabor_span_dots_breath_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",31045
326,19,United Kingdom,female,,0,0,0,,a_little,very_much,very_much,moderately,very_much,very_much,not_at_all,never_or_very_rarely_true,never_or_very_rarely_true,sometimes_true,sometimes_true,rarely_true,often_true,rarely_true,rarely_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,TRUE,span_breath_gabor_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0",31046
327,19,United Kingdom,female,,0,0,0,,a_little,a_little,moderately,moderately,a_little,moderately,moderately,sometimes_true,rarely_true,often_true,sometimes_true,often_true,rarely_true,often_true,sometimes_true,often_true,often_true,often_true,sometimes_true,often_true,often_true,TRUE,dots_breath_gabor_span_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31047
328,18,United Kingdom,female,,0,0,0,,a_little,a_little,a_little,a_little,quite_a_bit,moderately,quite_a_bit,sometimes_true,rarely_true,rarely_true,rarely_true,often_true,often_true,often_true,often_true,sometimes_true,sometimes_true,often_true,often_true,sometimes_true,sometimes_true,FALSE,gabor_span_breath_dots_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",31048
329,19,United Kingdom,male,,0,0,0,,not_at_all,a_little,not_at_all,not_at_all,quite_a_bit,moderately,moderately,rarely_true,rarely_true,rarely_true,never_or_very_rarely_true,sometimes_true,often_true,sometimes_true,rarely_true,rarely_true,sometimes_true,sometimes_true,often_true,rarely_true,rarely_true,FALSE,dots_gabor_span_breath_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",31049
330,20,Malaysia,male,,1,0,0,,a_little,moderately,moderately,moderately,quite_a_bit,moderately,a_little,sometimes_true,sometimes_true,often_true,sometimes_true,often_true,rarely_true,sometimes_true,often_true,sometimes_true,often_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,TRUE,span_dots_gabor_breath_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",31055
331,20,United Kingdom,female,,0,0,0,,not_at_all,a_little,a_little,a_little,a_little,a_little,quite_a_bit,often_true,sometimes_true,sometimes_true,rarely_true,sometimes_true,rarely_true,often_true,often_true,often_true,often_true,often_true,sometimes_true,often_true,often_true,FALSE,dots_breath_gabor_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",31056
332,21,United Kingdom,non_binary,,10,0,0,mindfulness meditation for anxiety,moderately,quite_a_bit,quite_a_bit,a_little,a_little,moderately,a_little,often_true,sometimes_true,never_or_very_rarely_true,rarely_true,often_true,never_or_very_rarely_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,sometimes_true,FALSE,dots_span_breath_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31062
333,20,United Kingdom,male,,10,0,0,Quick meditation before bed using Headspace a couple of times in the past,not_at_all,not_at_all,not_at_all,a_little,not_at_all,not_at_all,a_little,sometimes_true,sometimes_true,rarely_true,rarely_true,often_true,often_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,often_true,often_true,TRUE,dots_span_gabor_breath_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31063
334,18,United Kingdom,female,,2,0,0,,a_little,quite_a_bit,moderately,moderately,quite_a_bit,quite_a_bit,moderately,rarely_true,sometimes_true,sometimes_true,often_true,often_true,often_true,often_true,very_often_or_always_true,often_true,rarely_true,often_true,sometimes_true,rarely_true,rarely_true,TRUE,dots_gabor_span_breath_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",31064
335,19,Lithuania,female,,4,0,0,,a_little,moderately,a_little,moderately,a_little,moderately,quite_a_bit,sometimes_true,rarely_true,sometimes_true,sometimes_true,rarely_true,sometimes_true,rarely_true,rarely_true,very_often_or_always_true,sometimes_true,sometimes_true,rarely_true,very_often_or_always_true,sometimes_true,FALSE,breath_span_dots_gabor_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5.2 Safari/605.1.15",31065
336,20,United Kingdom,female,,0,0,0,,moderately,not_at_all,quite_a_bit,quite_a_bit,a_little,a_little,moderately,very_often_or_always_true,very_often_or_always_true,often_true,often_true,often_true,often_true,often_true,often_true,rarely_true,rarely_true,sometimes_true,sometimes_true,rarely_true,rarely_true,FALSE,breath_span_dots_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0",31066
337,19,United Kingdom,female,,0,1,1,sit down somewhere quiet close my eyes and breathe deeply,not_at_all,not_at_all,a_little,moderately,moderately,moderately,a_little,often_true,never_or_very_rarely_true,rarely_true,never_or_very_rarely_true,rarely_true,never_or_very_rarely_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,TRUE,breath_dots_span_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36 Edg/112.0.1722.58",31067
338,21,United Kingdom,female,,0,0,0,,quite_a_bit,quite_a_bit,quite_a_bit,quite_a_bit,not_at_all,quite_a_bit,quite_a_bit,very_often_or_always_true,sometimes_true,often_true,often_true,often_true,often_true,often_true,sometimes_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,TRUE,breath_gabor_span_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",31069
339,24,United Kingdom,non_binary,,0,0,0,,a_little,moderately,quite_a_bit,a_little,a_little,very_much,quite_a_bit,often_true,sometimes_true,often_true,often_true,rarely_true,often_true,rarely_true,often_true,often_true,sometimes_true,rarely_true,often_true,rarely_true,sometimes_true,FALSE,breath_dots_gabor_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",31070
340,19,United Kingdom,female,,2,0,0,headspace app,moderately,quite_a_bit,quite_a_bit,a_little,not_at_all,a_little,a_little,often_true,sometimes_true,often_true,often_true,very_often_or_always_true,sometimes_true,very_often_or_always_true,often_true,often_true,often_true,often_true,often_true,sometimes_true,rarely_true,TRUE,dots_breath_span_gabor_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31073
341,20,United Kingdom,female,,0,0,0,,a_little,quite_a_bit,not_at_all,a_little,not_at_all,very_much,quite_a_bit,often_true,never_or_very_rarely_true,sometimes_true,never_or_very_rarely_true,often_true,sometimes_true,sometimes_true,sometimes_true,often_true,often_true,often_true,often_true,often_true,sometimes_true,FALSE,breath_span_gabor_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31075
342,19,United Kingdom,female,,8,0,0,i have only meditated when i have taken part in yoga classes,not_at_all,moderately,moderately,moderately,a_little,quite_a_bit,moderately,sometimes_true,rarely_true,sometimes_true,often_true,rarely_true,often_true,often_true,often_true,often_true,sometimes_true,often_true,sometimes_true,often_true,sometimes_true,FALSE,span_dots_gabor_breath_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31084
343,19,United Kingdom,non_binary,,0,0,0,,not_at_all,a_little,not_at_all,moderately,very_much,quite_a_bit,very_much,often_true,rarely_true,rarely_true,rarely_true,often_true,often_true,rarely_true,often_true,often_true,often_true,sometimes_true,rarely_true,rarely_true,rarely_true,TRUE,span_dots_breath_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",31085
344,19,United Kingdom,female,,10,0,0,,a_little,not_at_all,moderately,a_little,not_at_all,not_at_all,a_little,often_true,sometimes_true,often_true,often_true,sometimes_true,sometimes_true,often_true,very_often_or_always_true,often_true,sometimes_true,sometimes_true,rarely_true,often_true,sometimes_true,TRUE,breath_span_dots_gabor_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",31087
345,20,United Kingdom,female,,100,5,4,sound baths and guided meditation,moderately,quite_a_bit,quite_a_bit,a_little,a_little,quite_a_bit,a_little,very_often_or_always_true,rarely_true,often_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,often_true,very_often_or_always_true,very_often_or_always_true,TRUE,breath_span_dots_gabor_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Safari/605.1.15",31088
346,19,United Kingdom,female,,0,0,0,,a_little,moderately,a_little,moderately,a_little,moderately,moderately,rarely_true,never_or_very_rarely_true,often_true,sometimes_true,sometimes_true,never_or_very_rarely_true,sometimes_true,sometimes_true,very_often_or_always_true,very_often_or_always_true,often_true,sometimes_true,often_true,often_true,FALSE,gabor_span_dots_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",31089
347,20,United Kingdom,male,,0,0,0,,moderately,not_at_all,a_little,not_at_all,a_little,a_little,a_little,often_true,rarely_true,often_true,rarely_true,sometimes_true,sometimes_true,very_often_or_always_true,very_often_or_always_true,never_or_very_rarely_true,never_or_very_rarely_true,often_true,sometimes_true,often_true,sometimes_true,FALSE,breath_dots_gabor_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",31091
348,20,United Kingdom,not_say,,30,2,8,breathing,very_much,quite_a_bit,quite_a_bit,a_little,moderately,a_little,very_much,often_true,sometimes_true,never_or_very_rarely_true,never_or_very_rarely_true,very_often_or_always_true,never_or_very_rarely_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,often_true,often_true,often_true,very_often_or_always_true,FALSE,gabor_span_dots_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Safari/605.1.15",31098
349,20,United Kingdom,female,,0,0,0,,not_at_all,moderately,not_at_all,not_at_all,not_at_all,not_at_all,not_at_all,sometimes_true,rarely_true,sometimes_true,sometimes_true,often_true,sometimes_true,often_true,often_true,often_true,sometimes_true,often_true,sometimes_true,rarely_true,rarely_true,FALSE,dots_span_breath_gabor_end,sona,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",31100
350,18,United Kingdom,female,,5,0,2,,a_little,very_much,quite_a_bit,a_little,quite_a_bit,very_much,quite_a_bit,sometimes_true,rarely_true,sometimes_true,sometimes_true,often_true,often_true,often_true,sometimes_true,sometimes_true,often_true,sometimes_true,sometimes_true,often_true,often_true,FALSE,span_breath_gabor_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63",31101
351,19,United Kingdom,female,,0,0,0,,a_little,moderately,quite_a_bit,moderately,moderately,quite_a_bit,a_little,sometimes_true,rarely_true,rarely_true,rarely_true,often_true,sometimes_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,often_true,often_true,sometimes_true,TRUE,dots_gabor_breath_span_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31102
352,19,United Kingdom,female,,0,0,0,,a_little,moderately,a_little,a_little,not_at_all,quite_a_bit,not_at_all,sometimes_true,rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,sometimes_true,never_or_very_rarely_true,rarely_true,sometimes_true,often_true,rarely_true,sometimes_true,sometimes_true,often_true,sometimes_true,FALSE,gabor_breath_span_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31104
353,18,"Virgin Islands, British",female,,0,0,0,,moderately,quite_a_bit,moderately,a_little,a_little,quite_a_bit,quite_a_bit,sometimes_true,sometimes_true,sometimes_true,often_true,often_true,often_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,FALSE,dots_gabor_breath_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",31105
354,21,United Kingdom,female,,0,0,0,,moderately,quite_a_bit,quite_a_bit,moderately,a_little,moderately,a_little,sometimes_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,often_true,often_true,often_true,often_true,sometimes_true,sometimes_true,FALSE,span_dots_gabor_breath_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",31107
355,20,United Kingdom,female,,5,0,0,taught meditation in secondary school but do not practice meditation currently,moderately,a_little,moderately,quite_a_bit,not_at_all,moderately,quite_a_bit,often_true,sometimes_true,very_often_or_always_true,very_often_or_always_true,sometimes_true,sometimes_true,often_true,often_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,FALSE,dots_span_gabor_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Safari/605.1.15",31108
356,52,United Kingdom,female,,12,0,0,meditation apps,a_little,a_little,moderately,a_little,not_at_all,not_at_all,a_little,never_or_very_rarely_true,never_or_very_rarely_true,often_true,often_true,often_true,often_true,sometimes_true,sometimes_true,very_often_or_always_true,often_true,often_true,often_true,sometimes_true,sometimes_true,FALSE,breath_gabor_span_dots_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",31110
357,20,United Kingdom,female,,0,0,0,,a_little,a_little,very_much,quite_a_bit,not_at_all,not_at_all,moderately,sometimes_true,rarely_true,sometimes_true,sometimes_true,sometimes_true,rarely_true,rarely_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,TRUE,dots_span_breath_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31111
358,18,United Kingdom,female,,3,0,0,,not_at_all,a_little,a_little,moderately,quite_a_bit,moderately,a_little,very_often_or_always_true,sometimes_true,never_or_very_rarely_true,rarely_true,rarely_true,rarely_true,rarely_true,rarely_true,sometimes_true,rarely_true,often_true,sometimes_true,rarely_true,never_or_very_rarely_true,TRUE,gabor_span_dots_breath_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",31112
359,18,United Kingdom,non_binary,,0,0,0,,quite_a_bit,moderately,a_little,not_at_all,not_at_all,a_little,not_at_all,rarely_true,sometimes_true,rarely_true,often_true,sometimes_true,often_true,very_often_or_always_true,sometimes_true,rarely_true,often_true,sometimes_true,rarely_true,often_true,very_often_or_always_true,TRUE,span_dots_gabor_breath_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Safari/537.36",31113
360,19,Poland,female,,0,0,0,NA,not_at_all,moderately,a_little,a_little,a_little,moderately,a_little,often_true,sometimes_true,sometimes_true,sometimes_true,rarely_true,sometimes_true,often_true,often_true,often_true,sometimes_true,sometimes_true,rarely_true,sometimes_true,sometimes_true,TRUE,breath_dots_span_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 OPR/97.0.0.0",31115
361,19,Malta,non_binary,,5,0,0,breathing exercises,moderately,quite_a_bit,moderately,moderately,moderately,quite_a_bit,a_little,often_true,sometimes_true,often_true,often_true,often_true,sometimes_true,often_true,often_true,sometimes_true,sometimes_true,often_true,sometimes_true,often_true,often_true,FALSE,span_breath_dots_gabor_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36",31116
362,20,United Kingdom,female,,0,16,1,sitby the beach and and release all negative thoughts  negative thoughts,a_little,a_little,not_at_all,not_at_all,a_little,not_at_all,not_at_all,never_or_very_rarely_true,rarely_true,never_or_very_rarely_true,sometimes_true,never_or_very_rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,sometimes_true,often_true,sometimes_true,sometimes_true,sometimes_true,sometimes_true,rarely_true,TRUE,dots_gabor_breath_span_end,sona,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,31671
363,19,United Kingdom,female,,0,0,0,,not_at_all,a_little,moderately,not_at_all,not_at_all,a_little,a_little,often_true,sometimes_true,sometimes_true,sometimes_true,very_often_or_always_true,very_often_or_always_true,often_true,sometimes_true,often_true,often_true,often_true,often_true,sometimes_true,sometimes_true,FALSE,gabor_breath_dots_span_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",31673
364,18,Jordan,female,,1,0,0,I do not meditate or at least not deliberately,not_at_all,moderately,moderately,not_at_all,a_little,a_little,a_little,sometimes_true,rarely_true,never_or_very_rarely_true,never_or_very_rarely_true,sometimes_true,sometimes_true,very_often_or_always_true,very_often_or_always_true,rarely_true,rarely_true,often_true,often_true,often_true,often_true,TRUE,dots_breath_span_gabor_end,sona,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Safari/605.1.15",31687
365,21,United Kingdom,female,,5,4,28,Praying as a form of meditation,quite_a_bit,quite_a_bit,very_much,very_much,very_much,very_much,moderately,sometimes_true,rarely_true,often_true,often_true,rarely_true,often_true,often_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,very_often_or_always_true,often_true,TRUE,span_dots_breath_gabor_end,sona,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",31717
