"","email","URN_pre","Q1_1_pre","Q1_2_pre","Q3_pre","Q4_pre","Q5_pre","Q6_pre","Q7_pre","Q8_pre","Q9_pre","Q9_1_a_pre","Q9_2_a_pre","Q9_3_a_pre","Q9_4_a_pre","Q9_5_a_pre","Q9_6_a_pre","Q9_7_a_pre","Q9_8_a_pre","Q9_9_a_pre","Q9_10_a_pre","Q9_11_a_pre","Q9_12_a_pre","Q9_13_a_pre","Q9_14_a_pre","Q9_15_a_pre","Q9_16_a_pre","Q9_17_a_pre","Q9_18_a_pre","Q9_19_a_pre","Q9_20_a_pre","Q9_21_a_pre","Q9_22_a_pre","Q9_23_a_pre","Q9_24_a_pre","Q10_pre","Q10_1_a_pre","Q10_2_a_pre","Q10_3_a_pre","Q10_4_a_pre","Q10_5_a_pre","Q10_6_a_pre","Q10_7_a_pre","Q10_8_a_pre","Q10_9_a_pre","Q10_10_a_pre","Q11_pre","Q11_1_a_pre","Q11_2_a_pre","Q11_3_a_pre","Q11_4_a_pre","Q12_a_pre","Q12_a_1_a_pre","Q12_a_2_a_pre","Q12_a_3_a_pre","Q12_a_4_a_pre","Q12_a_5_a_pre","Q12_a_6_a_pre","Q12_a_7_a_pre","Q12_a_8_a_pre","Q12_a_9_a_pre","Q12_a_10_a_pre","Q12_a_11_a_pre","Q12_a_12_a_pre","Q12_a_13_a_pre","Q12_a_14_a_pre","Q12_a_15_a_pre","Q12_a_16_a_pre","Q12_a_17_a_pre","Q12_a_18_a_pre","Q12_a_19_a_pre","Q12_a_20_a_pre","Q12_a_21_a_pre","Q12_a_22_a_pre","Q13_a_pre","Q13_a_1_a_pre","Q13_a_2_a_pre","Q13_a_3_a_pre","Q13_a_4_a_pre","Q13_a_5_a_pre","Q13_a_6_a_pre","Q13_a_7_a_pre","Q13_a_8_a_pre","Q13_a_9_a_pre","Q13_a_10_a_pre","Q13_a_11_a_pre","Q13_a_12_a_pre","Q13_a_13_a_pre","Q13_a_14_a_pre","Q13_a_15_a_pre","Q14_pre","Q14_1_pre","Q14_2_pre","Q14_3_pre","Q14_4_pre","Q14_5_pre","Q14_6_pre","Q14_7_pre","Q14_8_pre","Q14_9_pre","Q14_10_pre","Q14_11_pre","Q14_12_pre","Q14_13_pre","Q14_14_pre","Q14_15_pre","Q14_16_pre","Q14_17_pre","Q14_18_pre","StartDate_pre","CompletionDate_pre","URN_post","Q2_post","Q3_post","Q4_post","Q5_post","Q6_post","Q7_post","Q8_post","Q8_1_a_post","Q8_2_a_post","Q8_3_a_post","Q8_4_a_post","Q8_5_a_post","Q8_6_a_post","Q8_7_a_post","Q8_8_a_post","Q8_9_a_post","Q8_10_a_post","Q8_11_a_post","Q8_12_a_post","Q8_13_a_post","Q8_14_a_post","Q8_15_a_post","Q8_16_a_post","Q8_17_a_post","Q8_18_a_post","Q8_19_a_post","Q8_20_a_post","Q8_21_a_post","Q8_22_a_post","Q8_23_a_post","Q8_24_a_post","Q9_post","Q9_1_a_post","Q9_2_a_post","Q9_3_a_post","Q9_4_a_post","Q9_5_a_post","Q9_6_a_post","Q9_7_a_post","Q9_8_a_post","Q9_9_a_post","Q9_10_a_post","Q10_post","Q10_1_a_post","Q10_2_a_post","Q10_3_a_post","Q10_4_a_post","Q11_a_post","Q11_a_1_a_post","Q11_a_2_a_post","Q11_a_3_a_post","Q11_a_4_a_post","Q11_a_5_a_post","Q11_a_6_a_post","Q11_a_7_a_post","Q11_a_8_a_post","Q11_a_9_a_post","Q11_a_10_a_post","Q11_a_11_a_post","Q11_a_12_a_post","Q11_a_13_a_post","Q11_a_14_a_post","Q11_a_15_a_post","Q11_a_16_a_post","Q11_a_17_a_post","Q11_a_18_a_post","Q11_a_19_a_post","Q11_a_20_a_post","Q11_a_21_a_post","Q11_a_22_a_post","Q12_a_post","Q12_a_1_a_post","Q12_a_2_a_post","Q12_a_3_a_post","Q12_a_4_a_post","Q12_a_5_a_post","Q12_a_6_a_post","Q12_a_7_a_post","Q12_a_8_a_post","Q12_a_9_a_post","Q12_a_10_a_post","Q12_a_11_a_post","Q12_a_12_a_post","Q12_a_13_a_post","Q12_a_14_a_post","Q12_a_15_a_post","Q13_post","Q13_1_post","Q13_2_post","Q13_3_post","Q13_4_post","Q13_5_post","Q13_6_post","Q13_7_post","Q13_8_post","Q13_9_post","Q13_10_post","Q13_11_post","Q13_12_post","Q13_13_post","Q13_14_post","Q13_15_post","Q13_16_post","Q13_17_post","Q13_18_post","StartDate_post","CompletionDate_post","X","Condition","X1a","X1b","X1c","X2a","X2b","X3a","X3b","X4a","X4b","X5a","X5b","X6a","X6b","X7a","X7b","X8a","X8b","X9a","X9b","X10a","X10b"
"153","315","160375-160369-18072595","1","1","18","2","1995","female","7","2",NA,"4","3","4","4","3","4","4","4","4","4","3","4","4","4","5","4","4","2","4","4","2","3","4","3",NA,"5","3","4","4","4","4","4","4","2","2",NA,"4","1","2","1",NA,"3","3","2","3","1","2","1","1","1","2","1","1","2","1","1","1","3","1","2","1","2","2",NA,"3","4","4","3","3","3","4","3","3","4","3","3","4","4","4",NA,"5","4","5","3","4","3","4","4","5","3","3","3","4","2","5","3","5","4","2016-11-22 20:14:51 utc","2016-11-22 20:34:12 utc","179190-179183-20026365","18","2","1995","female","6","8",NA,"4","4","5","3","3","2","3","4","4","4","2","3","3","2","4","2","3","4","2","2","4","3","4","2",NA,"4","3","4","5","4","2","4","4","3","2",NA,"3","1","2","1",NA,"2","3","3","3","1","2","1","1","2","1","1","1","2","1","1","1","2","2","3","2","1","2",NA,"3","3","4","2","2","2","3","4","3","4","4","2","3","4","2",NA,"1","3","5","3","5","3","5","5","5","2","3","5","4","5","6","3",NA,"4","2017-02-08 23:26:17 utc","2017-02-08 23:37:31 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","625","301170-301162-33557835","1","1","13","12","1976","female","5","5",NA,"4","3","3","3","3","5","4","4","3","4","3","3","3","2","5","2","3","2","1","4","3","4","4","3",NA,"2","3","3","4","5","2","4","4","2","2",NA,"1","1","1","1",NA,"3","1","1","2","1","2","2","1","1","2","2","3","2","3","1","3","3","3","2","2","2","2",NA,"1","2","2","1","2","2","2","3","4","4","4","2","3","2","1",NA,"6","2","5","1","5","1","6","6","6","1","1","5","5","2","6","1","6","6","2018-04-06 14:01:43 utc","2018-04-06 14:24:22 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","497","249463-249456-22197935","1","1","18","8","1988","male","8","5",NA,"4","4","3","5","2","4","4","4","2","3","2","3","2","4","3","3","5","3","2","5","1","4","4","4",NA,"3","4","5","3","2","2","2","2","5","5",NA,"4","4","4","4",NA,"3","3","4","4","1","4","2","4","4","4","2","1","2","4","1","4","3","4","4","2","1","3",NA,"5","4","5","5","4","5","4","4","5","5","5","3","5","5","5",NA,"5","4","2","5","3","5","3","5","4","5","5","3","2","3","2","4","5","4","2017-04-05 12:31:22 utc","2017-04-05 12:57:20 utc","249464-249457-22508714","18","8","1988","male","8","6",NA,"4","4","3","3","2","5","2","3","3","4","2","2","3","2","4","4","4","3","2","5","2","3","3","3",NA,"3","4","5","5","5","5","2","2","4","4",NA,"4","4","4","4",NA,"3","4","4","4","2","4","3","4","4","3","2","1","3","4","1","2","3","4","4","3","1","4",NA,"4","4","4","5","4","4","4","4","4","4","4","3","4","4","5",NA,"4","6","3","3","4","4","3","5","3","4","4","3","3","3","3","4","4","4","2017-04-19 14:59:11 utc","2017-04-19 15:12:13 utc","15","mind","3","3","6","5","yes","1","no","1","yes","10","yes","7","no","1","no","1","yes","1","yes","10","yes"
"156","783","160375-160369-12190762","1","1","27","4","1995","male","3","6",NA,"3","4","1","4","2","3","4","5","1","4","5","2","2","4","4","5","2","1","4","4","1","2","2","1",NA,"4","4","5","2","4","5","2","2","5","5",NA,"3","2","2","3",NA,"4","4","4","4","2","4","3","1","3","2","2","3","4","3","2","4","4","2","3","4","2","2",NA,"5","2","5","5","5","5","5","2","4","5","5","5","5","4","4",NA,"4","5","5","6","2","4","1","6","5","2","6","1","1","1","5","5","5","2","2016-02-26 09:15:34 utc","2016-02-26 09:59:12 utc","179190-179183-12848265","27","4","1995","male","1","1",NA,"3","3","2","4","4","2","4","5","2","4","4","4","3","3","4","3","4","2","3","3","2","4","4","3",NA,"4","4","5","3","3","4","3","2","3","4",NA,"2","2","2","2",NA,"2","3","3","4","2","4","3","2","4","4","2","3","3","4","2","3","3","2","3","3","2","2",NA,"4","2","2","2","4","4","2","4","2","5","4","4","5","4","2",NA,"4","5","5","6","4","2","1","5","5","2","6","2","1","2","5","5","5","4","2016-03-21 20:17:12 utc","2016-03-21 20:26:57 utc","21","world","5","3","3","2","no","1","no","3","yes","4","yes","4","yes","4","no ","4","yes","4","yes","4","yes"
"157","274","402361-402352-44220290","1","1","22","8","1994","female","7","6",NA,"2","3","4","3","4","5","4","4","3","5","2","3","2","3","2","2","3","2","3","2","2","4","3","2",NA,"4","4","5","3","3","4","2","3","3","4",NA,"4","4","3","3",NA,"3","3","4","4","2","3","2","2","4","3","3","3","3","2","2","4","1","2","1","1","2","1",NA,"4","3","4","4","5","4","3","2","4","5","5","4","2","4","1",NA,"4","4","3","2","2","3","4","4","3","4","5","4","4","5","2","3","3","4","2019-03-01 09:56:02 utc","2019-03-01 10:08:40 utc","402362-402353-45194987","22","8","1994","female","8","7",NA,"3","3","4","3","4","5","3","3","4","4","3","3","3","2","4","2","4","3","2","2","2","3","1","2",NA,"4","3","5","3","2","3","3","4","4","3",NA,"4","3","3","3",NA,"1","2","4","3","3","2","3","2","3","2","1","2","3","2","2","3","3","2","2","1","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","4","3","2","3","4","5","3","3","4","4","5","5","4","3","4","4","2019-03-20 10:02:58 utc","2019-03-20 10:11:15 utc","16","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"158","31","160375-160369-17884262","1","1","31","8","1994","male","4","7",NA,"3","3","2","3","3","2","4","4","3","4","5","4","2","2","3","2","3","2","1","5","2","3","3","3",NA,"4","5","3","3","3","3","3","3","5","3",NA,"2","2","2","2",NA,"1","3","2","2","2","3","1","1","3","2","2","1","3","1","1","2","1","1","1","2","2","1",NA,"4","2","5","3","5","4","3","3","4","4","4","5","4","5","4",NA,"3","2","5","2","4","3","3","4","4","3","3","3","4","3","3","5","2","4","2016-11-16 12:13:24 utc","2016-11-16 12:38:50 utc","179190-179183-18542146","31","8","1994","male","5","8",NA,"3","3","4","2","3","3","4","4","2","2","4","3","4","3","3","2","4","3","2","4","3","3","4","3",NA,"3","3","2","3","3","3","2","3","3","2",NA,"2","1","1","2",NA,"2","3","2","2","2","2","1","1","2","2","1","1","2","2","1","2","1","2","2","1","1","1",NA,"3","3","4","4","4","3","2","4","3","4","4","3","4","4","3",NA,"3","3","4","2","3","4","3","3","3","3","3","3","3","4","3","4","3","4","2016-12-08 15:22:03 utc","2016-12-08 15:46:19 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","87","160375-160369-20052073","1","1","9","4","1996","female","2","6",NA,"3","4","2","3","2","3","4","4","2","3","2","2","2","3","3","3","3","2","2","3","2","4","3","3",NA,"3","3","4","3","4","2","1","4","5","2",NA,"2","3","1","1",NA,"2","3","1","4","3","2","2","2","2","4","4","1","3","4","4","4","2","1","1","2","3","4",NA,"3","4","5","3","5","5","4","2","5","4","2","5","3","4","5",NA,"3","1","5","2","4","4","4","4","3","2","2","3","5","4","3","3","3","4","2017-02-09 16:18:32 utc","2017-02-09 16:43:11 utc","179190-179183-21291804","9","4","1996","female","1","9",NA,"3","4","2","3","1","4","5","3","2","3","3","3","3","4","3","3","3","1","3","3","1","4","4","4",NA,"5","5","5","3","3","3","2","3","5","2",NA,"3","3","2","1",NA,"2","3","1","4","1","1","2","1","1","4","2","1","3","3","3","3","1","2","1","2","2","3",NA,"4","3","4","4","5","5","4","2","5","3","5","4","3","4","5",NA,"4","3","5","2","4","5","4","4","5","3","4","3","4","4","3","3","3","4","2017-03-13 18:21:19 utc","2017-03-13 18:35:53 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","114","160375-160369-20239051","1","1","25","6","1996","male","1","4",NA,"4","3","4","2","4","3","4","3","3","4","2","5","2","3","1","4","3","5","1","5","5","5","5","4",NA,"3","3","3","4","4","2","2","4","2","2",NA,"1","1","1","1",NA,"3","2","1","2","3","4","4","3","3","3","3","1","3","3","4","3","4","3","3","4","2","1",NA,"1","2","4","5","2","3","1","2","4","1","2","1","2","3","5",NA,"5","3","5","1","6","2","4","6","5","2","3","5","4","2","6","2","4","6","2017-02-15 13:44:55 utc","2017-02-15 15:04:08 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","948","301170-301162-33450155","1","1","4","8","1998","male","2","1",NA,"3","4","4","4","3","4","3","5","3","2","3","5","1","3","5","3","5","3","3","5","5","5","5","3",NA,"4","4","5","1","1","5","3","1","4","5",NA,"4","4","4","4",NA,"4","4","4","4","4","4","4","4","4","4","1","1","4","4","4","4","4","4","4","4","2","4",NA,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5",NA,"2","6","1","3","2","6","1","1","1","3","6","1","1","6","1","6","1","1","2018-04-04 11:33:35 utc","2018-04-04 11:41:14 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","746","301170-301162-34062031","1","1","4","6","1994","male ","1","9",NA,"2","1","5","4","4","2","5","4","4","2","3","5","4","4","3","3","4","5","4","5","5","5","5","5",NA,"2","3","2","4","2","5","2","3","1","2",NA,"1","1","2","4",NA,"3","3","3","3","2","4","4","4","4","3","2","1","4","3","2","2","3","4","3","4","1","4",NA,"4","4","3","2","4","3","3","4","4","5","3","3","4","3","5",NA,"3","6","2","6","4","6","3","3","3","5","5","5","4","4","3","4","3","4","2018-04-17 17:06:25 utc","2018-04-17 17:26:14 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","680","360674-360665-37439155","1","1","26","8","1995","male","7","8",NA,"4","4","4","3","2","4","4","2","4","3","2","2","4","3","2","4","3","2","2","3","4","3","3","2",NA,"3","2","3","4","4","3","4","4","3","3",NA,"1","2","2","1",NA,"2","1","2","1","1","1","2","2","1","1","2","2","3","1","1","2","2","1","1","3","3","1",NA,"3","3","2","2","4","3","3","4","2","2","3","1","3","3","4",NA,"5","2","5","2","5","2","5","4","4","2","2","4","5","4","5","3","4","4","2018-07-17 22:20:39 utc","2018-07-17 22:32:17 utc","360676-360667-37846542","26","8","1995","male","7","8",NA,"4","4","3","2","2","4","3","2","3","4","2","2","4","2","3","3","3","3","3","4","4","2","3","2",NA,"3","2","3","4","4","3","3","4","3","2",NA,"2","1","1","1",NA,"2","1","2","1","1","1","2","1","1","1","2","1","2","1","2","2","1","1","1","2","2","1",NA,"3","2","2","2","2","3","2","4","2","3","3","2","3","3","4",NA,"5","2","5","2","5","2","5","5","5","2","2","5","4","3","5","3","1","4","2018-07-29 20:49:35 utc","2018-07-29 21:28:46 utc","4","world","1","1","50","60",NA,"63",NA,"38",NA,"65",NA,"75",NA,"70",NA,"73",NA,"70",NA,"80",NA
"164","764","160375-160369-21970615","1","1","25","1","1981","male","1","2",NA,"3","4","2","5","4","2","5","5","2","2","3","5","2","5","3","2","4","2","4","5","2","4","5","4",NA,"5","5","5","2","1","5","2","1","4","5",NA,"4","4","4","4",NA,"4","4","4","4","3","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4",NA,"5","5","5","5","4","5","5","4","5","5","5","5","5","5","4",NA,"1","6","1","6","1","6","2","3","1","6","2","1","1","5","1","6","1","1","2017-03-29 16:06:39 utc","2017-03-29 16:16:46 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","mental","2","1","5",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"165","937","402361-402352-48467860","1","1","31","7","1992","female","6","5",NA,"4","4","3","2","2","4","3","3","3","3","3","2","4","2","4","4","3","4","2","4","4","2","2","3",NA,"2","2","3","4","4","2","3","3","2","1",NA,"2","1","1","1",NA,"1","1","3","2","1","1","2","1","1","1","1","1","2","1","1","1","2","3","2","2","1","1",NA,"1","1","3","1","2","2","2","1","4","1","1","4","1","1","2",NA,"5","3","5","1","4","2","4","4","4","4","3","5","5","3","4","2","4","5","2019-07-02 19:03:17 utc","2019-07-02 19:31:18 utc","402362-402353-49297660","31","7","1992","female","6","7",NA,"3","4","4","3","2","4","3","3","3","4","2","3","4","3","4","4","3","4","3","4","4","3","3","4",NA,"2","2","4","4","5","4","4","3","3","2",NA,"4","2","1","2",NA,"1","2","3","3","1","2","4","1","1","1","2","1","4","2","1","2","2","3","2","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","5","1","4","2","3","4","4","2","4","5","3","4","4","3","3","5","2019-08-06 11:59:37 utc","2019-08-06 12:15:02 utc","2","world","2","2","75","10","yes","50","no","30","no","20","yes","20","no","40","yes","10","yes","5","yes","5","yes"
"166","178","160375-160369-12369926","1","1","15","11","1993","female","1","1",NA,"3","2","3","4","3","2","3","3","2","2","3","3","2","3","2","2","4","3","3","2","3","3","4","4",NA,"3","4","4","3","2","3","2","3","5","4",NA,"2","3","2","2",NA,"3","1","4","4","2","4","3","3","3","2","3","1","4","3","1","3","4","3","3","3","3","3",NA,"4","4","4","2","2","4","3","4","4","4","4","4","4","4","4",NA,"4","5","5","4","2","5","4","4","4","4","5","5","5","4","4","5","2","4","2016-03-03 11:02:15 utc","2016-03-03 11:13:35 utc","179190-179183-12767754","15","11","1993","female","3","4",NA,"3","4","3","5","3","2","3","3","2","2","3","4","2","4","3","3","5","2","4","3","3","4","4","4",NA,"3","4","4","3","3","4","2","4","5","3",NA,"2","2","2","3",NA,"2","2","3","3","2","4","3","3","4","3","2","1","2","2","1","2","3","4","3","2","1","3",NA,"4","4","4","4","5","5","5","4","4","4","5","5","5","3","5",NA,"4","5","4","3","1","5","4","2","4","4","5","3","4","6","4","5","2","4","2016-03-17 19:33:12 utc","2016-03-17 19:40:14 utc","22","control",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"167","200","402361-402352-48531915","1","1","28","1","1994","male","2","6",NA,"2","2","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","3",NA,"4","3","4","4","2","4","4","3","3","4",NA,"2","1","2","2",NA,"3","3","3","3","1","2","2","1","1","1","2","1","3","3","2","2","2","3","2","2","2","2",NA,"4","4","4","3","4","4","3","4","4","2","4","2","4","3","5",NA,"4","4","3","5","2","5","4","2","4","4","4","4","3","4","3","4","3","4","2019-07-04 18:21:36 utc","2019-07-04 18:33:47 utc","402362-402353-48866362","28","1","1994","male","6","6",NA,"3","3","4","3","3","4","4","3","5","4","4","3","3","2","4","3","4","4","3","4","4","3","3","4",NA,"4","3","4","4","3","2","3","3","3","3",NA,"2","1","1","1",NA,"3","3","4","4","2","3","3","3","2","3","2","1","3","3","1","3","3","3","3","1","1","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","4","5","3","4","3","2","4","3","4","2","3","4","3","3","3","3","2019-07-18 08:58:01 utc","2019-07-18 09:07:48 utc","4","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","7","160375-160369-12776838","1","1","28","12","1994","female","6","9",NA,"4","4","3","3","3","3","5","3","2","3","2","1","3","4","1","3","3","1","3","1","2","4","3","4",NA,"3","3","3","2","3","3","3","4","3","2",NA,"2","2","2","1",NA,"2","2","1","4","2","4","4","3","1","2","1","1","4","4","4","3","4","4","3","4","2","2",NA,"5","4","5","4","5","5","5","3","4","5","5","5","5","5","2",NA,"4","3","3","5","3","5","5","4","5","2","2","5","5","4","3","3","3","4","2016-03-18 09:31:03 utc","2016-03-18 09:43:23 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23","mental states",NA,NA,NA,NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,""
"169","551","160375-160369-20582024","1","1","27","6","1987","male","2","1",NA,"3","2","4","2","3","3","3","2","3","2","4","5","4","2","3","3","4","2","3","4","3","5","5","4",NA,"3","4","3","3","4","3","4","3","4","3",NA,"3","2","1","1",NA,"1","1","2","2","2","3","1","3","2","2","2","1","3","2","2","2","1","3","2","1","3","1",NA,"4","4","4","4","4","4","4","5","5","4","5","3","4","4","5",NA,"4","3","4","4","3","4","4","4","4","4","4","5","3","3","4","3","3","5","2017-02-23 19:12:21 utc","2017-02-23 19:34:39 utc","179190-179183-21164250","27","6","1987","male","4","2",NA,"3","2","4","3","3","4","4","3","3","4","3","4","2","3","3","3","4","2","3","4","3","4","4","3",NA,"4","3","3","3","3","4","3","3","4","4",NA,"2","2","1","1",NA,"2","2","3","3","1","3","2","3","3","2","2","1","3","2","2","2","1","3","2","2","2","2",NA,"4","4","4","4","4","4","4","4","4","2","4","3","2","4","4",NA,"4","2","4","4","4","3","4","5","5","3","3","4","4","3","4","3","4","5","2017-03-09 16:52:43 utc","2017-03-09 17:08:59 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","164","160375-160369-18156535","1","1","7","9","1994","woman","5","6",NA,"3","3","3","4","4","4","2","5","4","4","4","4","4","2","5","2","3","3","3","5","4","3","3","2",NA,"4","3","5","2","3","4","2","2","4","5",NA,"4","3","4","4",NA,"2","3","4","4","1","4","1","3","4","3","1","1","2","3","2","2","3","2","4","1","1","2",NA,"4","4","2","4","3","4","2","4","4","4","4","3","4","4","4",NA,"4","5","3","5","1","5","3","2","4","3","5","5","3","5","3","4","3","4","2016-11-25 12:03:56 utc","2016-11-25 12:17:49 utc","179190-179183-18898093","7","9","1994","woman","2","2",NA,"3","3","3","2","2","4","2","5","4","4","3","3","4","2","4","3","2","4","2","4","3","3","3","2",NA,"3","3","3","3","3","4","2","2","4","5",NA,"2","2","2","2",NA,"2","2","4","3","1","3","1","3","4","2","1","1","2","3","3","2","1","1","4","1","1","2",NA,"5","2","4","4","4","4","2","5","4","4","5","2","4","4","5",NA,"4","5","4","6","1","6","4","4","5","6","6","6","3","6","2","5","4","4","2016-12-30 21:46:17 utc","2016-12-30 22:02:57 utc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
